0,0.30569,0,0,0,0.193743,0,0,0,0.0229186,0.0229186,0,0,0.0402856,0.0402856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161959,0.161959,0.0387309,0.0387309,0.0827014,0.0827014,0.0129021,0.0129021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058734,0.058734,0,0,0,0,0,0,0,0,0,0.0690849,0.0690849,0,0,0,0,0.185353,0.185353,0.102167,0.102167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182448,0.182448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00208961,0,0,0,0,0,0,0,0,0,0,0.00208961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00700597,0,0,0.00700597,0,0,0,
0,0.291338,0,0.00216216,0,0,0,0,0,0.489468,0.489468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00829153,0.00829153,0.0803089,0.0803089,0,0,0,0,0.0118897,0.0118897,0,0,0,0,0,0,0,0,0.0206917,0.0206917,0,0,0,0,0,0,0,0.0136422,0.0136422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00956007,0.00956007,0,0,0,0,0,0,0,0,0.0171737,0.0171737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1426,0.00346392,0,0.1426,0.00346392,0,0,
0,0.50538,0,0.0266316,0,0.000385648,0.104762,0,0,0,0,0,0,0.214873,0.214873,0,0,0,0,0,0,0,0,0,0,0,0,0.190559,0.190559,0.0287244,0.0287244,2.13451e-07,2.13451e-07,0,0,0.000405935,0.000405935,0.0485365,0.0485365,0,0,0.352758,0.352758,0,0,3.24868e-07,3.24868e-07,8.42299e-06,8.42299e-06,0.00572761,0.00572761,0.175684,0.175684,0.00495442,0.00495442,0,0,0,0,0.128234,0.128234,0.0529564,0.0387313,0.0387313,0.178982,0.178982,6.09221e-05,6.09221e-05,0.000331958,0.000331958,0.000263579,0.000263579,5.98246e-05,0,0,0.04329,0.04329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00769954,0.00769954,0,0,0,0,0,0,0,0,0,0,3.34259e-18,3.34259e-18,0.00300922,9.82141e-11,7.86003e-14,2.41945e-07,1.11078e-15,3.41919e-09,2.73636e-12,0,3.78804e-12,1.16602e-05,1.31875e-10,9.33164e-09,4.06749e-08,2.41945e-07,9.82141e-11,3.19066e-17,7.86003e-14,3.41919e-09,2.73636e-12,0,1.16602e-05,3.78804e-12,1.31875e-10,9.33164e-09,4.06749e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0.499952,0,0,0,0.0349457,0,0,0,0.0389581,0.0389581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255843,0.255843,0,0,0.258299,0.258299,0,0,0,0,0.0496399,0.0496399,0.00216172,0.00216172,0,0,0.0685226,0.0685226,0.00780338,0.00780338,0.0030211,0.0030211,0.0147546,0.0147546,0,0,0,0,0,0,0,0.0610902,0.0610902,0.00476605,0.00476605,0,0,0.0264804,0.0264804,0.0202454,0.0202454,0.000223973,0.0318562,0.0318562,0,0,0,0,0,0,0,0,0.00069906,0.00069906,0,0,0,0,0,0,0,0,0.01321,0.01321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176993,0,0,0,0,0,0,0,0,0,0,0,0.0176993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194772,0.00108076,0,0.0194772,0.00108076,0,0,
0,0.73788,0,0,0.00639515,0,0,0.435723,0.435723,0.00242625,0.00242625,0.10093,0.10093,0.00740356,0.00740356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00718253,0.00718253,0.0274535,0.0274535,0,0,0,0,0.0123359,0.0123359,0,0,0.035897,0.035897,0,0,0,0,0.00214927,0.00214927,0.00171682,0.00171682,0,0,0,0,0.124082,0.124082,0.100154,0.0233132,0.0233132,0.238328,0.238328,0,0,0.000879831,0.000879831,0,0,0.00202551,0,0,0.0253951,0.0253951,0,0,0,0,0,0,0.00882894,0.00882894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000985498,0,0,0,0,0,0,0,0,0,0,0,0.000985498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179028,0,0.321511,0.00179028,0,0.321511,0,
0,0.265959,0,0,0,0,0,0.170705,0.170705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11727,0.11727,0.0106154,0.0106154,0.0145027,0.0145027,0.0265604,0.0265604,0.00753049,0.00753049,0.0480741,0.0480741,0.0016496,0.0016496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447823,0,0,0,0,0,0,0.000356356,0.000356356,0.130917,0.130917,0,0.248029,0.248029,0,0,0,0,0,0,0.0292832,0.0292832,0.0770184,0.0770184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438726,0.0454006,0,0.000438726,0.0454006,0,
0,0.165388,0.0306962,0,0,0.000119691,0.00467008,0.00010409,0.00010409,0.0998902,0.0998902,0.0228234,0.0228234,0.000107739,0.000107739,0,0,0,0,0,0,0,0,0,0,0,0,0.0467469,0.0467469,0.105129,0.105129,0.0332513,0.0332513,0,0,0,0,0.0149636,0.0149636,0,0,0.15576,0.15576,0.00171497,0.00171497,0.00149752,0.00149752,0.000756108,0.000756108,0,0,0.0031408,0.0031408,0.00640295,0.00640295,0,0,0,0,0.00971457,0.00971457,0.0490772,0,0,0.0555196,0.0555196,0.127274,0.127274,0.036515,0.036515,0.00247341,0.00247341,0,0.108845,0.108845,0.00443039,0.00443039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168761,0.0168761,0,0,0,0,0,0,0,0,0,0,0,0,0.000490961,0,1.19036e-07,7.9489e-05,0,0,1.13229e-06,1.7257e-05,0,0,0,0.000157433,0.0015544,7.9489e-05,0,0,1.19036e-07,0,1.13229e-06,1.7257e-05,0,0,0,0.000157433,0.0015544,0,0.000466495,0.000466495,0,0,0,0,0,0,0,0,0.0165206,0.000283635,1.72152e-05,0.0165206,0.000283635,1.72152e-05,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454208,0.021517,0,0.0100758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0.759516,0,0,0.0506046,0,0,0,0,0,0,0.0393014,0.0393014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391861,0.0391861,0.0433827,0.0433827,0,0,0.218532,0.218532,0.242898,0.242898,0,0,0.0604862,0.0604862,0.0364029,0.0364029,0.0175074,0.0175074,0.0111036,0.0111036,0,0,0,0,0,0,0,0,0,0,0,0.0265883,0.0265883,0,0,0.119848,0.119848,0.146338,0.146338,0.0922147,0,0,0.152036,0.152036,0,0,0,0,0.0211786,0.0211786,0.000717964,0.000717964,0,0,0,0,0,0,0,0,0.00735844,0.00735844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.55232e-05,0.00157926,0.00220187,0.00143069,0,0,0.00262406,0,0,0,0,0,0,0.00157926,0.00220187,0.00143069,0,0,0.00262406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0.770014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00576004,0.00576004,0,0,0.091343,0.091343,0,0,0,0,0.00621153,0.00621153,0.14475,0.14475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119759,0.119759,0,0,0.0875917,0.0875917,0,0,0,0,0.17962,0.201125,0.201125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
